Production Schedule Report
Report Date: 7/21/2024 4:42:18 AM
Report Source:WWW.ASHLEYSUPPLIER.COM
"Report Criteria:Item:ALL Whse: Vendor:626704 DRP Planner:ALL FC Planner:ALL Past Weeks:6 Future Weeks:12 RP Filter:On C & CNW Filter:Off Order Types Selected:Planned, Firmed, Shipped Report By: Item Qty"
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------

Item #,Whse,Vendor #,S/F/P, 6/15, 6/22, 6/29, 7/6, 7/13, 7/20, 7/27, 8/3, 8/10, 8/17, 8/24, 8/31, 9/7, 9/14, 9/21, 9/28, 10/5, 10/12, 10/19
="A3000103","15","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="A3000103","15","626704","F","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0"
="A3000103","15","626704","P","0","0","0","0","0","0","0","0","5","0","0","1","0","0","1","1","0","0","1"
="A3000103","ECR","626704","S","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0"
="A3000103","ECR","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="A3000103","ECR","626704","P","0","0","0","0","0","0","0","0","2","1","1","1","1","2","1","1","1","1","1"
="A3000135","1","626704","S","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="A3000135","1","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="A3000135","1","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="A3000137","1","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="A3000137","1","626704","F","0","0","0","0","0","0","0","0","0","16","0","0","0","0","0","0","0","0","0"
="A3000137","1","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="A3000137","15","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="A3000137","15","626704","F","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0"
="A3000137","15","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="A3000137","17","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="A3000137","17","626704","F","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0"
="A3000137","17","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="A3000137","28","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="A3000137","28","626704","F","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0"
="A3000137","28","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="A3000137","5","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="A3000137","5","626704","F","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0"
="A3000137","5","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="A3000137","ECR","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="A3000137","ECR","626704","F","0","0","0","0","0","0","0","0","0","23","0","0","0","0","0","0","0","0","0"
="A3000137","ECR","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="A3000138","C","626704","S","194","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="A3000138","C","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="A3000138","C","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="A3000141","C","626704","S","576","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="A3000141","C","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="A3000141","C","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="A3000247","1","626704","S","0","0","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="A3000247","1","626704","F","0","0","0","0","0","0","0","39","48","9","0","0","0","0","0","0","0","0","0"
="A3000247","1","626704","P","0","0","0","0","0","0","0","0","0","7","13","12","15","14","14","13","13","14","13"
="A3000247","15","626704","S","0","13","0","29","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="A3000247","15","626704","F","0","0","0","0","0","0","0","0","31","16","0","0","0","0","0","0","0","0","0"
="A3000247","15","626704","P","0","0","0","0","0","0","0","0","0","17","10","10","9","11","11","11","10","9","11"
="A3000247","17","626704","S","0","0","0","0","46","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="A3000247","17","626704","F","0","0","0","0","0","0","0","0","31","8","0","0","0","0","0","0","0","0","0"
="A3000247","17","626704","P","0","0","0","0","0","0","0","0","0","2","8","7","9","9","9","8","7","8","9"
="A3000247","28","626704","S","0","0","0","33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="A3000247","28","626704","F","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0"
="A3000247","28","626704","P","0","0","0","0","0","0","0","0","0","1","7","5","5","4","7","5","5","5","4"
="A3000247","335","626704","S","0","1","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="A3000247","335","626704","F","0","0","0","0","0","0","0","0","6","2","0","0","0","0","0","0","0","0","0"
="A3000247","335","626704","P","0","0","0","0","0","0","0","0","0","9","0","6","0","0","0","0","0","0","0"
="A3000247","42","626704","S","0","0","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="A3000247","42","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="A3000247","42","626704","P","0","0","0","0","0","0","0","0","0","2","3","1","2","2","1","2","2","1","2"
="A3000247","5","626704","S","10","0","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="A3000247","5","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="A3000247","5","626704","P","0","0","0","0","0","0","0","0","0","23","7","9","6","7","7","6","8","8","7"
="A3000247","ECR","626704","S","31","34","0","0","14","0","23","0","0","0","0","0","0","0","0","0","0","0","0"
="A3000247","ECR","626704","F","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0"
="A3000247","ECR","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","3","8","8","7","6","8","7"
